name,minutes,passes_success,passes_total,shots_on_target,duels_won,duels_total,recoveries_high
Ezri Konsa,1792,44.3,51.4,0.0,0.4,1.41,4.82
Teun Koopmeiners,1835,41.0,55.0,0.74,0.78,1.42,6.03
Odilon Kossonou,668,48.2,57.6,0.0,0.81,0.95,7.16
Filip Kosti?,1484,29.9,42.9,0.42,1.21,1.76,5.15
Filip Kosti?,74,28.8,50.0,0.0,0.0,2.5,3.75
Christian Kouamé,1347,24.2,34.0,0.73,0.8,1.07,4.87
Rominigue Kouamé,1701,40.6,45.9,0.16,0.85,1.27,7.88
Tomá Koubek,360,27.0,41.5,0.0,0.0,0.0,1.0
Kalidou Koulibaly,1115,66.1,77.3,0.32,1.29,2.02,5.73
Jules Koundé,1031,71.2,79.7,0.0,0.87,1.3,6.17
Boubakar Kouyaté,180,53.0,63.0,0.0,1.0,1.5,10.5
Cheikhou Kouyaté,704,20.4,26.4,0.64,1.92,2.56,5.77
Mateo Kova?i?,835,57.7,68.9,0.0,1.29,1.94,6.34
Viktor Kovalenko,390,31.2,38.8,0.0,0.7,1.63,3.95
Soichiro Kozuki,379,12.4,20.2,1.43,0.95,1.43,4.52
Emil Krafth,1,0.0,0.0,0.0,0.0,0.0,0.0
Alex Král,1097,21.5,31.9,0.08,1.07,1.8,6.39
Andrej Kramari?,1365,30.1,38.3,0.86,0.07,0.2,4.01
Christoph Kramer,1462,41.0,50.5,0.0,1.17,1.6,4.14
Tom Krauß,1636,20.9,28.8,0.38,2.64,4.51,8.02
Julian Kristoffersen,18,0.0,10.0,0.0,0.0,0.0,0.0
Raimonds Krollis,15,5.0,10.0,5.0,5.0,5.0,0.0
Toni Kroos,1219,92.6,101.9,0.44,1.33,2.07,6.67
Rade Kruni?,721,24.6,31.4,0.13,1.75,2.5,5.5
Max Kruse,272,30.0,40.3,0.67,0.33,0.33,3.0
Lukas Kübler,778,31.4,45.2,0.35,1.4,2.21,5.7
Takefusa Kubo,1248,22.7,31.2,1.22,0.94,1.73,3.67
Dejan Kulusevski,1132,25.5,33.4,0.48,0.48,1.75,6.59
Sael Kumbedi,419,40.6,49.1,0.21,1.91,2.98,5.32
Marash Kumbulla,134,50.7,54.0,0.0,0.67,0.67,4.67
Pierre Kunde,196,28.2,49.1,0.45,0.45,2.73,9.55
Alou Kuol,5,10.0,10.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,135,18.7,27.3,0.0,1.33,2.0,3.33
Khvicha Kvaratskhelia,1232,25.3,32.6,1.39,0.73,1.75,4.23
Grejohn Kyei,1078,12.9,19.5,0.83,0.17,0.5,1.92
Daniel Kyereh,559,22.4,29.4,0.81,0.65,0.97,4.03
Giorgos Kyriakopoulos,8,0.0,0.0,0.0,0.0,0.0,0.0
Giorgos Kyriakopoulos,766,35.3,46.0,0.47,0.94,2.47,4.35
César de la Hoz,853,25.2,30.8,0.11,1.26,2.0,4.74
Luca de la Torre,350,33.8,40.3,0.26,1.54,2.82,7.18
Rémy Labeau Lascary,82,17.8,21.1,1.11,2.22,4.44,4.44
Gaëtan Laborde,1399,15.0,23.4,1.29,0.58,1.29,2.84
Gaëtan Laborde,249,14.6,21.8,2.14,0.36,0.36,2.5
Alexandre Lacazette,1923,20.3,29.0,1.4,0.84,1.5,2.76
Qazim Laçi,212,46.3,59.2,0.0,1.25,2.5,8.33
Maxence Lacroix,1002,51.8,60.4,0.09,0.45,0.81,4.59
Alban Lafont,1889,22.3,32.5,0.0,0.0,0.0,1.0
Aïssa Laïdouni,107,25.0,34.2,0.0,0.83,0.83,8.33
Konrad Laimer,674,28.8,37.1,0.27,1.73,3.33,6.67
Stefan Lainer,171,47.9,61.6,0.0,1.05,2.11,7.89
Kenny Lala,373,33.4,45.6,0.24,0.98,2.93,6.34
Adam Lallana,722,32.8,39.6,0.63,0.5,1.13,3.13
Vassilis Lambropoulos,567,23.7,34.9,0.0,1.11,1.27,4.92
Érik Lamela,1217,30.3,39.4,1.04,0.96,1.85,4.3
Mohamed Lamine Bayo,470,10.6,18.1,1.54,0.38,0.38,1.35
Sam Lammers,481,14.3,19.8,0.19,0.38,0.94,1.89
Sam Lammers,883,14.6,23.5,0.71,1.02,2.04,2.76
Tariq Lamptey,409,46.4,59.1,0.0,1.33,2.44,6.22
Manuel Lanzini,126,48.6,59.3,0.0,0.0,0.0,5.0
Aymeric Laporte,376,68.6,74.8,0.0,0.24,0.48,3.81
Julien Laporte,1540,36.3,42.7,0.12,0.88,1.23,3.39
Cyle Larin,47,16.0,18.0,4.0,0.0,0.0,6.0
Juan Larios,152,37.1,48.2,0.0,3.53,4.12,5.29
Yasser Larouci,1150,32.7,42.6,0.23,0.63,1.02,7.03
Jordan Larsson,463,17.1,22.9,0.0,0.98,1.57,4.51
Kevin Lasagna,1116,8.79,14.8,0.65,0.24,0.73,4.03
Jamaal Lascelles,107,17.5,21.7,0.0,0.0,0.83,0.0
Latasa,106,16.7,28.3,2.5,0.83,1.67,2.5
Toni Lato,545,39.5,47.5,0.16,0.66,1.8,4.43
Danny Latza,441,35.1,44.3,0.0,1.63,2.04,8.57
Armand Lauriente,1224,24.3,33.5,1.18,0.44,0.74,3.46
Armand Lauriente,266,24.3,31.7,1.67,2.33,2.67,6.67
Roméo Lavia,893,32.8,37.9,0.2,1.21,2.42,8.28
Lázaro,255,26.8,34.6,0.36,0.0,0.0,4.64
Valentino Lazaro,1065,44.4,58.9,0.17,0.42,0.85,6.19
Marko Lazeti?,9,10.0,10.0,0.0,0.0,0.0,10.0
Darko Lazovi?,1323,21.1,33.4,0.54,0.61,1.16,5.51
Manuel Lazzari,1217,48.7,55.3,0.07,1.19,1.93,4.22
Théo Le Bris,956,27.8,34.9,0.38,1.23,1.79,4.53
Julien Le Cardinal,81,47.8,63.3,2.22,3.33,4.44,4.44
Jérémy Le Douaron,952,10.9,16.2,1.13,0.57,0.66,2.64
Enzo Le Fée,1928,48.2,60.6,0.75,2.15,3.5,7.38
Vincent Le Goff,1980,42.2,51.3,0.23,1.0,2.18,5.73
Maxime Le Marchand,1295,47.2,59.4,0.0,1.39,2.15,7.15
Robin Le Normand,1356,47.3,52.5,0.07,0.73,1.26,4.11
Rafael Leão,1524,20.5,28.2,0.95,0.06,0.12,3.2
Paolo Lebas,55,20.0,26.7,0.0,0.0,0.0,5.0
Benjamin Lecomte,899,17.9,27.5,0.0,0.0,0.0,1.6
Benjamin Lecomte,270,25.0,35.3,0.0,0.0,0.0,1.33
Jeremías Ledesma,1890,17.0,33.4,0.0,0.05,0.1,1.0
Pierre Lees-Melou,1417,38.0,45.7,0.45,1.72,2.55,8.15
Diogo Leite,1458,43.9,55.7,0.0,0.8,1.42,5.86
Maxim Leitsch,663,33.6,44.3,0.14,0.95,1.22,4.73
Florian Lejeune,1488,38.5,48.5,0.67,0.61,1.09,4.42
Iñigo Lekue,1155,44.1,57.0,0.08,1.02,1.48,8.28
Thomas Lemar,662,49.9,59.7,0.41,0.95,1.89,6.62
Félix Lemaréchal,2,1.0,2.0,0.0,0.0,0.0,1.0
Dexter Lembikisa,23,33.3,43.3,0.0,0.0,0.0,6.67
Mario Lemina,192,38.1,43.3,0.0,1.43,1.9,7.14
Mario Lemina,838,61.2,68.5,0.32,2.26,3.44,6.67
Tim Lemperle,85,21.1,36.7,0.0,3.33,5.56,11.1
Clément Lenglet,935,60.8,69.2,0.0,0.77,1.63,4.62
Bernd Leno,1890,29.1,37.0,0.0,0.0,0.0,1.38
Christopher Lenz,613,39.1,52.8,0.29,1.91,2.5,6.47
Sergio León,913,8.42,12.6,1.29,0.3,0.4,2.48
Johann Lepenant,1201,56.4,63.7,0.08,1.65,2.93,8.65
Mehdi Léris,1355,23.2,34.9,0.4,1.85,2.38,5.83
Jefferson Lerma,1973,35.3,43.2,0.14,0.78,1.46,6.94
Benjamin Leroy,1718,16.2,27.2,0.0,0.0,0.0,1.62
Léo Leroy,709,30.6,41.3,0.25,3.29,4.68,8.1
Ruan Levine,9,30.0,30.0,10.0,10.0,10.0,10.0
Robert Lewandowski,1334,19.3,25.3,2.23,0.34,0.54,1.82
Jamie Leweling,129,12.1,17.1,2.86,2.14,2.14,7.86
Jamal Lewis,8,100.0,120.0,0.0,0.0,0.0,20.0
Rico Lewis,453,63.6,69.2,0.2,1.4,2.0,3.6
Keane Lewis-Potter,306,11.8,20.6,0.59,0.0,0.29,5.29
Dimitri Liénard,967,43.6,58.1,0.19,1.31,2.15,6.92
Philipp Lienhart,1741,52.7,61.3,0.1,0.67,1.14,5.96
Matthijs de Ligt,1217,73.0,79.6,0.44,0.59,0.96,6.74
Victor Lindelöf,452,58.4,63.2,0.0,0.6,1.0,5.2
Jesper Lindstrøm,1207,16.8,26.9,1.12,0.6,1.27,5.07
Karol Linetty,1240,37.2,43.7,0.29,1.09,1.96,5.87
Jesse Lingard,861,22.0,27.7,0.21,0.31,0.31,3.85
Pol Lirola,548,33.8,46.9,0.16,0.98,1.97,6.56
Mateusz Lis,630,25.9,37.6,0.0,0.0,0.0,0.86
Marcin Listkowski,77,17.8,26.7,0.0,0.0,0.0,5.56
Dejan Ljubicic,768,23.1,31.5,0.71,1.06,1.65,5.88
Javier Llabrés,17,20.0,20.0,0.0,0.0,0.0,5.0
Diego Llorente,649,49.4,59.6,0.0,1.39,1.81,7.92
Diego Llorente,1,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Llorente,1016,33.3,42.0,0.18,0.97,1.86,4.96
Hugo Lloris,1890,23.5,29.8,0.0,0.05,0.05,1.29
Giovani Lo Celso,521,38.3,46.0,0.52,2.93,3.62,4.48
Stanislav Lobotka,1745,63.1,67.0,0.1,1.24,2.53,7.11
Manuel Locatelli,1400,41.9,51.5,0.45,1.22,2.18,6.41
Luka Lochoshvili,1136,31.3,39.9,0.08,0.79,2.46,4.52
Banzouzi Locko,1059,30.7,39.8,0.0,1.36,2.71,6.53
Renan Lodi,1099,30.2,42.9,0.0,1.31,2.05,6.48
Ruben Loftus-Cheek,1032,45.5,53.4,0.17,0.78,1.57,6.0
Sean Longstaff,1685,33.4,42.5,0.32,0.86,1.44,5.45
Ademola Lookman,1299,25.4,33.4,1.04,0.21,0.56,4.86
Anthony Lopes,1646,23.1,29.3,0.0,0.0,0.05,0.98
Rony Lopes,1239,23.0,33.3,0.87,0.29,0.58,5.0
David López,932,54.4,60.3,0.48,0.96,1.44,5.19
Diego López,90,22.0,29.0,0.0,0.0,0.0,3.0
Maxime Lopez,1120,53.6,61.5,0.16,0.73,1.94,7.02
Pau López,1710,27.8,34.6,0.0,0.0,0.0,1.47
Unai López,794,52.7,65.8,0.8,1.36,2.16,7.27
Dion Lopy,725,35.1,42.0,0.0,1.23,2.47,7.78
Anthony Losilla,1771,23.5,34.1,0.2,1.68,2.49,6.6
Jordan Lotomba,1638,41.7,50.4,0.16,1.32,2.2,4.4
Matteo Lovato,377,36.4,42.9,0.0,1.67,1.9,4.76
Dejan Lovren,426,68.5,76.4,0.21,1.06,1.28,4.68
Sandi Lovri?,1048,34.4,43.1,0.43,0.86,2.07,6.03
Jamal Lowe,12,20.0,40.0,0.0,0.0,0.0,0.0
Anthony Lozano,1139,12.0,17.6,0.47,0.16,0.24,2.76
Hirving Lozano,981,23.1,31.1,0.92,0.55,1.01,3.3
Pol Lozano,17,25.0,40.0,0.0,0.0,0.0,5.0
Jean Lucas,291,41.9,48.1,0.94,1.56,2.81,7.19
Jhon Lucumí,1550,46.6,54.1,0.12,1.4,2.03,6.45
José Luis Gayà,1483,48.1,63.5,0.36,1.52,2.55,5.09
José Luis Morales,591,13.2,20.6,1.52,0.3,0.45,2.42
José Luis Palomino,392,48.9,60.7,0.45,0.68,2.05,8.86
Douglas Luiz,1434,48.7,58.9,0.38,1.26,2.33,6.73
Romelu Lukaku,395,12.0,19.3,0.91,0.0,0.23,1.36
Castello Lukeba,1637,62.3,69.6,0.11,0.44,0.71,6.7
Dodi Lukebakio,1483,16.2,24.0,0.91,0.42,0.73,4.61
Saa Luki?,1,4.0,5.0,0.0,0.0,0.0,0.0
Saa Luki?,1195,47.1,55.0,0.23,1.05,1.58,6.09
Andriy Lunin,450,28.6,31.6,0.0,0.0,0.0,1.8
Andrey Lunyov,90,35.0,44.0,0.0,0.0,0.0,1.0
Sebastiano Luperto,1714,42.3,48.6,0.16,0.47,1.0,5.26
Lyanco,697,31.3,44.2,0.39,1.3,1.95,7.66
Charalambos Lykogiannis,894,38.8,55.8,0.51,0.51,1.01,4.75
Youssouf M'Changama,618,38.1,46.2,0.14,0.87,2.03,5.36
Awer Mabil,165,18.9,30.0,0.56,0.0,1.11,3.33
Alexis Mac Allister,1547,51.1,57.8,0.76,1.63,2.79,7.97
Deiver Machado,1379,29.3,35.8,0.2,1.37,2.35,4.71
Darwin Machís,180,19.5,30.5,0.5,1.0,1.5,4.0
James Maddison,1273,35.3,45.9,1.06,0.78,1.84,3.12
Noni Madueke,112,37.5,47.5,0.83,1.67,1.67,5.0
Pablo Maffeo,1560,27.3,38.9,0.12,1.39,2.14,4.39
Lisandro Magallán,123,5.0,9.29,0.0,0.71,2.14,3.57
Soungoutou Magassa,74,27.5,33.8,0.0,1.25,3.75,5.0
Giulio Maggiore,653,37.4,49.0,0.0,0.82,1.92,8.08
Giangiacomo Magnani,426,17.4,25.3,0.21,1.49,2.55,5.11
Hugo Magnetti,955,33.8,41.0,0.38,1.7,2.92,7.45
Yohann Magnin,1661,41.0,49.0,0.0,1.95,3.24,5.41
Harry Maguire,391,50.0,57.0,0.0,0.7,0.93,5.35
Jon Magunacelaya,65,11.4,22.9,1.43,0.0,1.43,5.71
Riyad Mahrez,898,47.9,56.8,0.9,0.5,1.1,4.1
Arne Maier,923,23.4,34.1,0.29,0.87,1.46,5.44
Mike Maignan,630,26.6,34.4,0.0,0.0,0.0,1.86
Linton Maina,1101,17.3,25.4,0.66,0.66,0.98,4.26
Ainsley Maitland-Niles,634,34.6,42.4,0.0,1.57,2.71,5.71
Lovro Majer,801,43.9,55.3,0.34,0.79,2.02,7.53
Jean-Victor Makengo,805,29.7,35.5,0.0,1.46,1.8,4.38
Jean-Victor Makengo,129,51.4,55.7,0.0,0.0,0.71,5.0
Béni Makouana,198,6.82,17.3,0.45,0.0,0.45,4.55
Nemanja Maksimovi?,711,20.0,24.6,0.13,0.51,1.65,3.67
Tyrell Malacia,845,39.5,47.6,0.11,1.81,2.66,5.53
Lorenzo Malagrida,10,20.0,20.0,10.0,0.0,0.0,0.0
Daniel Maldini,322,21.1,29.2,1.11,0.56,1.94,4.44
Youssef Maleh,297,28.8,35.2,0.0,0.3,0.91,6.06
Youssef Maleh,177,17.5,25.0,0.0,2.0,4.0,6.5
Donyell Malen,821,23.0,31.5,1.32,0.22,0.55,2.97
Ruslan Malinovskyi,553,40.7,54.4,0.98,1.31,2.3,9.34
Ruslan Malinovskyi,365,33.7,44.1,0.73,0.49,1.46,5.37
Hugo Mallo,1203,42.0,54.6,0.3,0.97,2.09,4.4
Mickael Malsa,69,16.3,25.0,0.0,2.5,2.5,6.25
Giorgi Mamardashvili,1890,23.0,30.2,0.0,0.0,0.0,1.71
Hianga Mananga Mbock,15,40.0,50.0,0.0,0.0,0.0,10.0
Gianluca Mancini,1821,42.4,51.9,0.1,0.69,1.49,3.51
Steve Mandanda,1755,24.2,33.4,0.0,0.0,0.0,1.64
Reinildo Mandava,1655,45.4,52.8,0.0,2.01,2.93,6.09
Aïssa Mandi,441,56.9,63.1,0.2,1.02,1.63,3.88
Rolando Mandragora,916,39.7,48.2,0.39,1.18,2.16,5.29
Sadio Mané,906,20.2,27.8,1.68,0.3,0.5,2.67
Orel Mangala,693,28.8,35.8,0.13,0.91,1.69,5.45
Thomas Mangani,895,45.1,66.5,0.0,1.21,1.92,7.47
Vito Mannone,798,21.5,31.2,0.0,0.0,0.0,0.9
Javier Manquillo,11,40.0,70.0,0.0,0.0,10.0,10.0
Myziane Maolida,19,25.0,55.0,0.0,0.0,5.0,10.0
Myziane Maolida,95,7.27,13.6,0.0,0.91,0.91,2.73
Faitout Maouassa,1191,24.2,35.3,0.38,1.59,2.42,4.24
Sekou Mara,327,11.1,15.6,0.56,1.67,2.78,4.17
Maranhão,428,8.33,12.3,0.42,0.21,0.83,1.88
Marcão,360,46.0,52.8,0.0,0.5,0.5,3.5
Solly March,1807,31.0,42.7,0.9,0.85,1.49,4.08
Agustín Marchesín,1710,23.6,33.4,0.0,0.0,0.0,1.16
Vincent Marchetti,1655,32.9,41.0,0.38,1.14,2.17,6.85
Riccardo Marchizza,107,30.8,43.3,0.0,0.83,0.83,4.17
Gian Marco Ferrari,1529,41.4,48.7,0.06,0.76,1.12,3.82
Emiliano Marcondes,9,10.0,10.0,0.0,0.0,0.0,10.0
Óscar de Marcos,1619,47.1,60.5,0.0,0.89,2.0,5.89
José Mari,323,34.7,42.2,0.0,1.94,3.61,8.61
Pablo Marí,1138,44.7,51.7,0.16,0.71,1.43,5.0
José María Giménez,1005,41.9,48.7,0.36,0.89,1.52,6.25
Mariano,44,14.0,20.0,0.0,0.0,2.0,6.0
Pablo Marín,324,31.4,41.1,1.11,1.39,1.94,4.72
R?zvan Marin,1503,44.2,54.9,0.42,0.96,1.98,5.75
Guillermo Maripán,1485,43.0,49.3,0.24,1.15,1.94,5.33
Marlon,1066,54.4,59.1,0.08,1.02,1.69,3.98
Omar Marmoush,790,18.3,28.9,1.02,0.8,1.14,5.8
Marquinhos,1,2.0,3.0,0.0,0.0,0.0,0.0
Marquinhos,1824,68.8,72.1,0.2,0.59,0.89,5.67
Luca Marrone,135,52.0,56.0,0.0,0.0,0.0,5.33
Eric Martel,1023,31.5,40.1,0.26,1.75,2.72,7.02
Roger Martí,655,16.2,21.9,0.27,0.27,0.68,3.7
Roger Martí,157,17.1,20.0,0.0,1.76,1.76,4.71
Anthony Martial,458,21.0,26.1,0.98,0.0,0.0,0.98
Aarón Martín,1421,38.7,51.0,0.25,1.39,2.03,4.43
Ander Martin,41,24.0,48.0,0.0,4.0,4.0,10.0
Andrés Martín,133,14.0,34.0,1.33,1.33,2.0,5.33
Iván Martín,555,29.0,35.8,0.48,0.32,0.32,3.71
Jonas Martin,191,77.6,89.0,0.0,2.86,3.33,7.62
Martinelli,1726,26.8,36.7,0.94,0.52,0.89,3.49
Arnau Martinez,1351,42.1,52.3,0.13,1.27,2.2,5.73
Emiliano Martínez,1654,26.2,35.3,0.0,0.0,0.0,0.98
Iñigo Martínez,810,47.9,56.3,0.11,0.33,0.89,6.33
Lautaro Martínez,1675,16.6,23.0,1.51,0.32,0.7,3.06
Lisandro Martínez,1568,56.4,65.0,0.06,0.98,2.01,6.61
Lucas Martínez Quarta,1181,55.1,66.6,0.61,1.98,3.74,7.86
Roger Martínez,7,50.0,50.0,0.0,0.0,0.0,10.0
Gelson Martins,335,32.2,41.1,0.81,2.16,4.05,6.76
Adam Marui?,1918,52.0,60.2,0.28,0.89,1.27,5.77
Omar Mascarell,1547,36.2,43.3,0.06,0.81,1.51,5.58
Adam Masina,304,32.9,43.5,0.29,0.88,1.18,3.53
Jordi Masip,1350,26.0,36.5,0.0,0.0,0.0,1.07
Erhan Maovi?,1039,31.6,39.0,0.26,1.39,2.26,6.35
Han-Noah Massengo,107,26.7,34.2,0.0,1.67,1.67,4.17
Yanis Massolin,48,58.0,74.0,0.0,2.0,4.0,18.0
Jaime Mata,42,22.0,30.0,0.0,0.0,0.0,4.0
Pape Matar Sarr,137,60.0,64.7,0.0,3.33,4.0,6.67
Eliot Matazo,536,29.8,36.0,0.17,0.33,1.0,4.5
Jean-Philippe Mateta,511,13.0,18.4,1.05,0.18,0.7,2.81
Nemanja Mati?,1223,52.4,61.8,0.22,1.25,2.57,8.97
Joël Matip,642,57.3,67.7,0.0,0.7,1.55,6.76
Henning Matriciani,876,34.4,44.7,0.0,1.13,2.27,5.36
Chrislain Matsima,227,43.2,50.8,0.0,0.0,0.0,3.6
Azor Matusiwa,1331,44.4,52.6,0.14,2.03,2.91,8.85
Neal Maupay,712,14.6,19.5,0.89,0.38,0.76,2.53
Aïman Maurer,146,20.6,24.4,1.25,0.63,1.25,4.38
Stephy Mavididi,796,15.0,20.2,0.91,1.25,1.59,4.2
Konstantinos Mavropanos,1418,47.3,57.6,0.51,1.27,2.34,7.09
Christian Mawissa,98,37.3,43.6,0.0,0.0,1.82,2.73
Philipp Max,68,55.0,71.3,0.0,1.25,1.25,3.75
Eric Maxim Choupo-Moting,837,17.4,23.1,1.08,0.75,0.86,2.26
Luís Maximiano,5,30.0,40.0,0.0,0.0,0.0,0.0
Fernand Mayembo,541,36.0,41.3,0.0,0.33,0.67,6.0
Borja Mayoral,1624,19.8,26.7,0.39,0.17,0.44,3.11
Noussair Mazraoui,556,61.8,71.5,0.0,1.94,2.74,4.03
Pasquale Mazzocchi,1199,32.7,43.8,0.23,0.68,1.5,6.17
Kevin Mbabu,144,42.5,58.8,0.0,1.25,1.88,3.75
Kylian Mbappé,1468,33.6,42.0,2.21,0.12,0.31,1.72
Mamadou Mbaye,537,23.5,32.3,0.0,0.5,1.0,3.83
Chancel Mbemba,1925,48.0,57.0,0.23,0.93,1.26,5.28
Bryan Mbeumo,1657,18.2,27.3,0.92,0.33,0.6,4.46
Jason Mbock,25,20.0,33.3,0.0,0.0,0.0,0.0
Nathanael Mbuku,66,31.4,38.6,0.0,1.43,2.86,10.0
John McGinn,1223,29.2,38.8,0.37,1.76,2.79,6.1
Scott McKenna,1462,34.0,42.8,0.0,0.43,0.74,3.95
Weston McKennie,123,30.0,43.6,0.0,0.71,2.14,7.86
Weston McKennie,1052,28.7,35.7,0.34,0.43,1.2,3.68
Dwight McNeil,981,26.5,36.7,0.18,1.83,2.75,4.86
Scott McTominay,753,25.7,31.8,0.36,1.79,2.26,5.95
Gary Medel,1267,56.7,64.0,0.0,0.99,1.49,8.58
Facundo Medina,1700,76.3,84.7,0.11,0.69,1.06,6.72
Ben Mee,1838,37.0,49.4,0.2,0.54,1.03,5.64
Bamo Meïté,249,42.1,46.1,0.0,0.0,1.07,3.57
Soualiho Meïté,1139,30.6,37.6,0.08,1.26,1.97,6.77
Farid El Melali,400,22.7,33.6,0.23,2.5,3.86,6.59
Gonzalo Melero,1084,32.2,37.0,0.5,0.75,1.58,4.92
Birger Meling,530,53.1,61.4,0.0,1.02,1.69,5.59
Memphis,114,40.8,50.8,2.31,0.77,1.54,5.38
Memphis,22,75.0,90.0,0.0,0.0,0.0,0.0
Houboulang Mendes,694,24.5,34.7,0.0,1.04,1.69,3.64
Nuno Mendes,896,42.9,50.7,0.4,1.8,2.5,5.0
Thiago Mendes,1483,63.3,74.3,0.12,1.09,2.18,6.12
Brais Méndez,1451,40.9,51.3,0.93,1.43,2.42,4.84
Diego Méndez,1,1.0,2.0,0.0,0.0,0.0,0.0
Antoine Mendy,170,52.6,63.2,1.05,2.63,3.68,7.89
Arial Mendy,223,32.8,48.0,0.0,0.8,1.6,5.6
Batista Mendy,1622,38.4,44.9,0.0,0.94,2.22,6.22
Edouard Mendy,765,25.1,31.5,0.0,0.0,0.0,1.65
Ferland Mendy,1127,51.8,56.6,0.0,0.72,1.36,5.12
Nampalys Mendy,420,44.9,51.7,0.21,0.85,1.28,6.6
Gideon Mensah,1157,48.1,60.4,0.08,1.63,3.18,9.07
Chris Mepham,1559,33.6,40.7,0.12,0.69,1.45,3.41
Alex Meret,1890,24.6,28.4,0.0,0.0,0.0,1.9
Mikel Merino,1285,40.6,53.2,0.7,1.75,2.94,8.04
Quentin Merlin,1265,48.2,64.0,0.21,0.92,1.56,5.96
Yýldýrým Mert Çetin,20,10.0,15.0,0.0,0.0,5.0,15.0
Roque Mesa,1068,43.0,52.3,0.67,0.67,1.6,7.98
Illan Meslier,1890,18.2,30.3,0.0,0.0,0.05,0.86
Lionel Messi,1577,53.3,66.5,1.94,0.74,0.97,2.34
Junior Messias,879,22.9,31.4,0.71,0.92,1.22,3.57
Thomas Meunier,566,50.5,68.1,0.0,1.11,2.38,6.98
Alexander Meyer,360,43.8,49.0,0.0,0.0,0.0,2.75
Sven Michel,264,19.0,35.9,0.69,0.69,1.72,5.52
Alexander Mighten,8,10.0,10.0,0.0,0.0,0.0,0.0
Tommaso Milanese,27,33.3,46.7,0.0,0.0,0.0,0.0
Nikola Milenkovi?,1288,49.7,57.8,0.21,0.98,1.47,5.24
Arkadiusz Milik,986,19.8,25.4,1.45,0.45,0.64,2.36
Arkadiusz Milik,129,20.0,26.4,0.0,0.71,0.71,2.86
Sergej Milinkovi?-Savi?,1746,44.6,60.3,0.46,1.13,2.06,5.88
Vanja Milinkovi?-Savi?,1980,26.0,44.8,0.0,0.05,0.09,1.36
Éder Militão,1218,48.9,56.1,0.3,1.11,1.7,5.19
Luka Milivojevi?,293,40.0,49.1,0.0,1.82,3.03,6.36
Luis Milla,1165,41.3,52.9,0.08,1.55,2.4,7.67
Pere Milla,1205,21.8,30.8,0.3,0.97,1.72,5.52
Enzo Millot,354,30.3,38.2,0.77,1.79,2.56,5.13
James Milner,546,51.0,68.9,0.16,0.66,1.64,5.74
Marko Milovanovi?,15,20.0,45.0,0.0,0.0,0.0,0.0
Kim Min-jae,1755,70.9,78.7,0.1,1.13,1.79,6.72
Yerry Mina,234,60.0,66.9,0.77,1.54,3.46,4.62
Takumi Minamino,480,20.8,31.5,0.94,0.94,1.89,5.09
Tyrone Mings,1710,41.9,49.9,0.0,0.11,0.42,5.21
Óscar Mingueza,964,50.3,63.0,0.0,1.4,2.62,6.45
Rafa Mir,764,12.2,17.3,1.06,0.12,0.71,2.94
Aleksei Miranchuk,1162,28.9,35.7,0.78,0.16,0.39,3.8
Juan Miranda,272,36.3,52.3,0.33,1.67,2.33,4.33
Fabio Miretti,829,28.4,40.1,0.54,0.76,1.85,6.41
Tyrick Mitchell,1460,35.3,49.8,0.06,1.23,1.91,6.3
Kaoru Mitoma,930,34.8,43.4,1.07,1.46,2.14,4.85
Aleksandar Mitrovi?,1633,13.2,21.9,1.33,0.33,0.66,2.76
Stefan Mitrovi?,1041,25.1,30.5,0.0,0.26,0.43,3.36
Maximilian Mittelstädt,535,37.1,54.7,0.0,2.37,4.41,9.15
Henrikh Mkhitaryan,1149,39.0,45.0,0.08,1.25,1.95,7.27
Anthony Modeste,750,7.71,13.4,1.08,0.48,0.48,1.81
Luka Modri?,1122,65.3,75.1,0.32,0.4,1.04,3.76
Terem Moffi,162,10.0,13.3,0.56,0.0,0.0,0.56
Terem Moffi,1386,10.0,13.5,1.17,0.32,0.52,2.27
Mostafa Mohamed,1203,9.4,16.0,0.75,0.45,0.75,2.31
Tobias Mohr,706,34.0,55.8,0.0,0.51,0.9,5.9
Johan Mojica,457,44.7,54.5,0.2,1.76,2.35,7.25
Johan Mojica,270,42.3,59.3,0.0,1.0,2.0,11.0
Clinton Mola,15,15.0,30.0,0.0,5.0,15.0,5.0
Nahuel Molina,1374,43.3,59.7,0.07,1.37,2.09,4.84
Salvatore Molina,229,34.4,45.6,0.0,2.0,2.4,4.0
Florent Mollet,155,35.9,47.6,0.0,0.59,1.18,3.53
Florent Mollet,410,24.6,33.0,0.22,0.22,0.87,5.43
Jon Moncayola,1222,40.2,48.8,0.37,1.1,1.76,6.32
Monchu,997,37.2,47.9,0.27,1.44,2.88,4.86
César Montes,315,22.6,30.0,0.0,0.57,1.43,4.29
Daniele Montevago,231,8.85,15.4,0.38,0.0,0.38,1.92
Gonzalo Montiel,801,43.3,55.5,0.11,0.56,1.24,5.17
Lorenzo Montipò,1890,20.7,31.8,0.0,0.0,0.0,1.86
Martín Montoya,183,42.0,56.0,0.0,2.5,3.5,4.0
Kieffer Moore,1119,15.0,25.6,0.48,0.89,1.05,1.94
Andrew Moran,12,10.0,20.0,0.0,0.0,0.0,0.0
