name,minutes_played,goals,assists,passes_total,passes_success,shots_total,shots_on_target,duels_total,duels_won,ball_losses,recoveries
Leonardo Bonucci,2005,,,57.4,49.6,,0.13,0.72,0.31,,7.26
Sebastiaan Bornauw,2007,,,52.2,45.0,,0.18,1.43,0.99,,9.01
Rafael Borré,2378,,,26.9,19.6,,0.91,1.29,1.02,,4.32
Sven Botman,2250,,,59.7,53.2,,0.2,1.44,1.0,,8.24
Denis Bouanga,2436,,,29.6,20.4,,1.18,1.85,1.11,,7.31
Hicham Boudaoui,1621,,,36.8,28.0,,0.28,1.89,1.17,,7.11
Ryad Boudebouz,2252,,,62.1,48.9,,0.36,1.16,0.76,,7.6
Sofiane Boufal,2330,,,39.5,29.9,,0.93,1.85,1.27,,4.71
Farid Boulaya,1526,,,43.4,28.8,,0.35,0.94,0.53,,6.82
Yassine Bounou,2790,,,34.6,26.2,,0.0,0.0,0.0,,3.97
Ismaëlben Boura,95,,,65.5,54.5,,0.0,1.82,0.0,,8.18
Mehdi Bourabia,282,,,37.4,30.0,,0.32,1.61,0.65,,9.03
Benjamin Bourigeaud,3193,,,53.2,38.8,,0.59,1.21,0.54,,5.61
Redwan Bourles,16,,,25.0,15.0,,0.0,0.0,0.0,,0.0
Edoardo Bove,68,,,45.0,38.8,,1.25,1.25,1.25,,10.0
Jarrod Bowen,2983,,,26.0,17.7,,1.0,1.18,0.79,,5.86
Dedryck Boyata,1898,,,37.8,32.5,,0.09,0.81,0.57,,7.77
Lucas Boyé,1713,,,23.5,17.2,,0.79,1.47,0.89,,4.63
Domagoj Bradari?,417,,,62.8,47.2,,0.0,2.39,1.52,,9.13
Bilal Brahimi,338,,,25.8,18.7,,0.53,0.79,0.26,,4.47
Bilal Brahimi,378,,,43.8,30.7,,0.0,0.24,0.24,,7.38
Martin Braithwaite,235,,,21.9,17.7,,1.15,0.38,0.38,,4.23
Julian Brandt,2078,,,57.6,45.2,,0.65,1.47,0.91,,7.71
Jarrad Branthwaite,388,,,27.0,19.8,,0.47,0.7,0.47,,8.6
Darko Braanac,2405,,,34.3,25.8,,0.19,1.69,1.27,,7.45
Lilian Brassier,2263,,,49.7,40.5,,0.08,1.91,1.16,,7.93
Claudio Bravo,1456,,,31.3,20.1,,0.0,0.0,0.0,,4.2
Iker Bravo,12,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Fabian Bredlow,360,,,31.8,28.8,,0.0,0.0,0.0,,5.25
Josip Brekalo,21,,,90.0,65.0,,0.0,0.0,0.0,,25.0
Josip Brekalo,2286,,,46.4,33.3,,0.67,0.47,0.24,,6.61
Gleison Bremer,2890,,,43.7,37.2,,0.31,1.59,0.84,,14.3
Jimmy Briand,226,,,30.4,26.4,,0.8,1.6,0.4,,7.6
Yan Brice Eteki,343,,,34.2,26.1,,0.0,1.84,1.32,,14.7
Brian Brobbey,131,,,25.3,21.3,,0.0,2.0,1.33,,7.33
Armando Broja,1975,,,18.4,11.4,,0.87,0.78,0.55,,4.57
Dylan Bronn,2545,,,41.0,33.9,,0.25,1.8,1.1,,6.89
John Brooks,2615,,,58.3,49.9,,0.07,1.62,0.86,,10.5
Daniel Brosinski,390,,,56.3,36.0,,0.0,0.93,0.7,,6.28
Josh Brownhill,2955,,,36.3,27.4,,0.27,2.23,1.25,,11.1
Marcelo Brozovi?,2937,,,79.6,72.9,,0.4,2.3,1.44,,11.6
Cédric Brunner,2183,,,47.2,31.6,,0.0,2.43,1.28,,9.88
Lewis Brunt,24,,,70.0,70.0,,0.0,0.0,0.0,,6.67
Jacob Bruun Larsen,812,,,33.0,24.7,,0.78,0.33,0.11,,4.56
Bryan,753,,,28.9,18.5,,0.24,1.55,0.83,,7.62
Bryan,94,,,63.0,49.0,,1.0,4.0,3.0,,12.0
Ante Budimir,1738,,,18.8,11.7,,0.93,1.19,0.57,,4.15
Emi Buendía,1899,,,41.5,33.0,,0.66,2.46,1.47,,8.15
Osman Bukari,1012,,,28.5,21.3,,0.8,1.61,0.89,,7.86
Aleksander Buksa,63,,,21.4,8.57,,0.0,0.0,0.0,,7.14
Alessandro Buongiorno,1181,,,41.6,33.7,,0.08,1.76,0.99,,10.1
Sascha Burchert,1260,,,39.6,23.6,,0.0,0.0,0.0,,6.07
Delano Burgzorg,27,,,13.3,13.3,,3.33,3.33,3.33,,3.33
Jonathan Burkardt,2611,,,20.8,14.6,,1.14,0.55,0.34,,5.62
Roman Bürki,90,,,23.0,16.0,,0.0,0.0,0.0,,10.0
Dan Burn,1022,,,54.6,44.5,,0.26,2.11,1.32,,8.77
Dan Burn,1440,,,35.9,28.8,,0.06,1.56,0.75,,10.8
Maxime Busi,1296,,,48.5,37.6,,0.14,1.6,0.97,,6.74
Gianluca Busio,1950,,,41.7,34.5,,0.23,2.76,1.8,,6.45
Oriol Busquets,201,,,58.2,52.3,,0.0,1.36,0.91,,8.64
Sergio Busquets,3198,,,78.8,69.4,,0.11,2.68,2.03,,11.9
Jack Butland,765,,,32.8,24.1,,0.0,0.0,0.0,,3.29
Adrián Butzke,1,,,1.0,0.0,,0.0,0.0,0.0,,0.0
Marcin Bu?ka,90,,,23.0,21.0,,0.0,0.0,0.0,,3.0
Jamie Bynoe-Gittens,134,,,29.3,20.7,,0.67,3.33,2.0,,4.0
Sam Byram,1027,,,42.6,33.3,,0.09,2.46,1.32,,7.98
Erick Cabaco,403,,,36.0,25.3,,0.0,0.44,0.22,,7.33
Willy Caballero,180,,,29.5,19.5,,0.0,0.0,0.0,,3.0
Rémy Cabella,313,,,60.9,50.9,,0.0,3.71,2.0,,7.43
Jimmy Cabot,2008,,,61.5,48.8,,0.13,4.13,2.2,,8.43
Jovane Cabral,190,,,17.1,15.2,,0.48,1.43,0.95,,1.9
Leandro Cabrera,3330,,,50.0,38.0,,0.16,1.16,0.73,,7.43
Liberato Cacace,466,,,45.6,37.7,,0.0,3.27,1.54,,6.73
Martín Cáceres,832,,,49.8,34.6,,0.11,1.96,1.3,,10.3
Martín Cáceres,663,,,49.1,40.3,,0.0,0.41,0.14,,10.0
Anthony Caci,2395,,,61.2,48.6,,0.19,2.74,1.95,,8.87
Mathieu Cafaro,192,,,37.6,19.5,,1.43,1.9,0.48,,9.52
Yannick Cahuzac,618,,,36.8,31.9,,0.0,0.43,0.29,,6.81
Felipe Caicedo,284,,,24.7,16.9,,0.94,0.94,0.63,,4.69
Felipe Caicedo,23,,,26.7,10.0,,0.0,0.0,0.0,,3.33
Moisés Caicedo,660,,,37.5,30.7,,0.55,2.74,1.64,,11.5
Marc-Aurèle Caillard,1542,,,27.0,16.1,,0.0,0.0,0.0,,4.74
Jens Cajuste,364,,,24.8,18.5,,1.25,2.25,1.75,,5.75
Cala,947,,,28.4,20.8,,0.0,1.43,0.76,,8.29
Davide Calabria,2119,,,53.9,41.1,,0.34,3.23,1.87,,8.98
Riccardo Calafiori,82,,,22.2,12.2,,0.0,1.11,0.0,,7.78
Riccardo Calafiori,174,,,43.7,35.3,,0.0,1.58,1.05,,5.26
Mattia Caldara,2704,,,38.4,31.3,,0.23,1.97,1.13,,8.53
Calderón,65,,,67.1,61.4,,0.0,1.43,1.43,,7.14
Fernando Calero,1090,,,51.8,43.7,,0.0,2.07,1.16,,8.51
Duje ?aleta-Car,2057,,,78.9,72.8,,0.17,0.96,0.61,,6.99
Hakan Çalhanoðlu,2480,,,66.1,54.1,,0.54,1.56,1.01,,8.3
Daniel Caligiuri,2004,,,41.6,28.7,,0.49,2.38,1.17,,9.6
José Callejón,1298,,,43.0,33.8,,0.42,1.39,1.04,,4.93
Lucas Calodat,4,,,2.0,2.0,,0.0,0.0,0.0,,0.0
Dominic Calvert-Lewin,1283,,,20.4,12.6,,0.77,0.98,0.77,,3.43
Mahdi Camara,3073,,,44.6,37.5,,0.44,2.99,1.73,,8.8
Mamadou Camara,40,,,30.0,25.0,,2.5,2.5,0.0,,2.5
Víctor Camarasa,108,,,45.8,39.2,,0.0,0.83,0.83,,10.8
Eduardo Camavinga,143,,,46.9,42.5,,0.0,3.13,1.88,,8.13
Eduardo Camavinga,1191,,,63.7,57.4,,0.38,3.79,2.42,,8.18
Andrea Cambiaso,1790,,,45.7,35.6,,0.25,2.21,1.41,,9.05
José Campaña,1422,,,55.8,45.2,,0.32,1.96,0.95,,9.11
Chem Campbell,13,,,100.0,90.0,,0.0,10.0,10.0,,10.0
Emre Can,1690,,,75.7,64.5,,0.11,2.61,1.91,,11.9
Sergio Canales,2791,,,60.2,50.0,,0.74,1.0,0.87,,7.71
Matteo Cancellieri,227,,,27.2,18.8,,0.4,2.0,1.6,,7.2
João Cancelo,3227,,,91.4,76.7,,0.64,2.48,1.5,,9.72
Fali Candé,973,,,46.2,33.1,,0.19,2.96,1.94,,6.94
Antonio Candreva,3119,,,55.8,37.3,,0.58,0.78,0.46,,6.66
Sergi Canós,2083,,,32.4,19.6,,0.52,2.47,0.95,,7.88
Álex Cantero,610,,,19.6,13.7,,0.74,1.62,1.18,,3.97
Todd Cantwell,441,,,31.4,25.9,,0.0,3.06,2.24,,6.53
Ander Capa,4,,,2.0,1.0,,0.0,0.0,0.0,,0.0
Pierrick Capelle,1193,,,42.2,34.8,,0.08,2.71,2.11,,9.1
Leonardo Capezzi,175,,,25.3,21.6,,0.0,2.11,1.05,,9.47
Étienne Capoue,2290,,,52.6,46.4,,0.2,1.97,1.34,,8.78
Gianluca Caprari,2739,,,41.8,31.7,,0.86,1.41,0.99,,5.69
Francesco Caputo,156,,,20.6,16.5,,0.0,0.0,0.0,,3.53
Francesco Caputo,2790,,,19.5,14.7,,0.9,0.16,0.13,,2.68
Maxence Caqueret,2335,,,59.9,51.9,,0.08,3.17,2.2,,10.0
Andrea Carboni,2215,,,43.7,33.0,,0.0,1.91,1.22,,9.07
Isaac Carcelen,1544,,,43.0,32.4,,0.23,2.97,1.4,,9.36
Cárdenas,2160,,,30.0,20.3,,0.0,0.0,0.0,,4.25
Irvin Cardona,1334,,,21.3,14.3,,0.81,1.08,0.34,,4.39
Igor Carioca,1578,,,44.5,34.0,,0.34,2.0,1.2,,6.97
Carlo,7,,,40.0,40.0,,0.0,0.0,0.0,,0.0
Diego Carlos,2957,,,65.1,57.5,,0.3,1.43,1.16,,8.42
Carmona,24,,,40.0,20.0,,0.0,0.0,0.0,,10.0
Yannick Carrasco,2583,,,44.7,34.0,,0.35,1.25,0.8,,7.14
Guido Carrillo,1168,,,24.5,17.2,,0.77,0.77,0.54,,4.92
Dani Carvajal,1551,,,70.1,60.5,,0.12,2.03,1.28,,7.97
William Carvalho,1805,,,65.6,57.9,,0.5,2.39,1.69,,9.2
Nicolò Casale,2586,,,41.2,33.7,,0.0,2.09,1.15,,10.2
Casemiro,2569,,,69.6,60.1,,0.32,3.16,2.25,,12.2
Matty Cash,3377,,,42.3,29.9,,0.35,2.4,1.17,,7.6
Kiko Casilla,1260,,,34.4,22.9,,0.0,0.0,0.0,,5.64
Moreto Cassamã,801,,,48.8,40.0,,0.79,1.69,1.24,,9.21
Francesco Cassata,7,,,10.0,10.0,,0.0,0.0,0.0,,10.0
Timothy Castagne,2127,,,54.7,45.3,,0.13,2.8,1.23,,7.67
Koen Casteels,2520,,,38.6,30.3,,0.0,0.0,0.0,,5.29
Jean-Charles Castelletto,2510,,,43.0,37.6,,0.14,1.83,1.15,,8.96
Samu Castillejo,125,,,48.6,40.0,,0.0,1.43,0.71,,7.14
Gonzalo Castro,436,,,36.0,23.5,,0.42,1.46,1.25,,7.71
Jonny Castro,1024,,,52.6,44.4,,0.44,2.37,1.84,,7.54
Gaetano Castrovilli,1391,,,35.5,26.5,,0.13,1.94,0.9,,6.58
Danilo Cataldi,1707,,,73.1,62.7,,0.21,1.84,0.89,,9.68
Catena,3240,,,46.4,38.4,,0.17,1.0,0.61,,9.14
Craig Cathcart,2396,,,34.5,27.9,,0.0,1.24,0.56,,8.23
Edinson Cavani,766,,,26.5,21.2,,0.71,0.47,0.24,,4.0
Dani Ceballos,276,,,84.8,76.8,,0.97,3.87,1.94,,9.68
Pietro Ceccaroni,3122,,,49.1,40.8,,0.17,1.53,0.75,,8.04
Federico Ceccherini,2358,,,46.4,37.5,,0.08,1.49,1.18,,10.2
Emil Ceide,53,,,41.7,21.7,,0.0,6.67,3.33,,6.67
Zeki Çelik,2696,,,59.2,47.5,,0.1,2.53,1.63,,8.3
Fabien Centonze,1586,,,43.9,35.3,,0.4,2.5,1.53,,7.27
Luca Ceppitelli,1445,,,49.7,41.6,,0.06,1.24,0.5,,9.94
Franco Cervi,1801,,,38.1,28.8,,0.4,3.5,2.3,,8.9
Leonardo César Jardim,1530,,,25.6,16.4,,0.0,0.0,0.0,,3.94
Damir Ceter,6,,,20.0,10.0,,0.0,0.0,0.0,,0.0
Julian Chabot,490,,,45.4,37.4,,0.19,2.59,1.3,,10.0
Julian Chabot,209,,,65.2,52.2,,0.0,2.17,1.3,,14.3
El Chadaille Bitshiabu,5,,,60.0,60.0,,0.0,0.0,0.0,,0.0
Nassim Chadli,96,,,39.1,24.5,,0.0,2.73,2.73,,10.0
Kayky Chagas,7,,,20.0,20.0,,0.0,0.0,0.0,,0.0
Mehdi Chahiri,16,,,35.0,15.0,,0.0,5.0,5.0,,10.0
Trevoh Chalobah,1449,,,77.0,70.7,,0.43,2.36,1.3,,10.0
Calum Chambers,831,,,50.0,41.7,,0.11,2.17,1.2,,9.35
Calum Chambers,170,,,51.6,42.6,,0.0,1.05,0.53,,7.37
Dylan Chambost,753,,,55.5,44.6,,0.12,2.62,1.43,,8.81
Timothy Chandler,1212,,,41.8,27.6,,0.22,1.48,0.89,,5.85
Chapela,398,,,20.5,12.7,,0.0,1.59,0.68,,7.5
Brendan Chardonnet,2686,,,41.9,35.0,,0.2,1.54,1.01,,6.68
Xavier Chavalerin,220,,,40.8,33.3,,0.0,1.67,0.83,,7.92
Xavier Chavalerin,2717,,,34.6,26.3,,0.36,1.95,1.36,,5.3
Justin Che,41,,,54.0,46.0,,0.0,2.0,2.0,,2.0
Chema,45,,,30.0,18.0,,0.0,0.0,0.0,,12.0
Rayan Cherki,440,,,52.7,40.2,,0.61,1.22,0.61,,4.9
Denis Cheryshev,563,,,26.8,17.1,,0.63,1.59,0.79,,8.25
Daniel Chesters,1,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Giorgio Chiellini,1354,,,61.5,52.0,,0.0,1.33,0.67,,8.8
Federico Chiesa,863,,,29.6,22.8,,0.94,2.4,1.77,,6.77
Ben Chilwell,542,,,57.3,44.2,,1.0,1.67,0.83,,7.0
Chiquinho,208,,,47.0,31.3,,0.87,3.91,2.61,,9.13
Vlad Chiriche?,2300,,,52.3,47.9,,0.08,1.56,0.82,,8.98
Pedro Chirivella,2637,,,58.8,49.9,,0.2,1.67,0.92,,9.11
Joris Chotard,2935,,,40.2,34.1,,0.12,1.75,1.01,,8.59
Hamza Choudhury,285,,,49.4,40.3,,0.0,2.5,0.63,,7.5
Andreas Christensen,1496,,,76.9,70.2,,0.0,1.08,0.72,,10.1
Max Christiansen,2054,,,40.3,33.0,,0.04,2.41,1.23,,11.3
Carney Chukwuemeka,301,,,36.4,29.7,,0.3,0.91,0.61,,7.58
Samuel Chukwueze,1333,,,32.0,23.2,,0.47,0.74,0.47,,5.27
Víctor Chust,1830,,,39.7,34.4,,0.1,1.13,0.69,,8.67
Riccardo Ciervo,227,,,29.2,20.8,,0.4,2.8,2.0,,5.6
Jasper Cillessen,1457,,,27.5,18.0,,0.0,0.0,0.0,,4.38
Pathé Ciss,1097,,,43.9,36.6,,0.41,2.7,1.56,,13.3
Moustapha Cissé,38,,,27.5,17.5,,2.5,5.0,2.5,,5.0
Giorgio Cittadini,4,,,2.0,1.0,,0.0,0.0,0.0,,1.0
Ciaran Clark,1014,,,30.8,24.4,,0.09,1.5,1.15,,7.61
Alexis Claude-Maurice,209,,,43.5,38.3,,0.43,1.3,1.3,,8.26
Jonathan Clauss,3046,,,56.2,37.9,,0.5,1.95,1.04,,6.01
Carlos Clerc,1514,,,52.0,40.1,,0.0,2.26,1.01,,7.92
Tom Cleverley,1616,,,34.8,25.6,,0.39,1.89,1.5,,7.44
Nathaniel Clyne,1351,,,47.9,37.5,,0.13,1.47,0.73,,6.93
Conor Coady,3361,,,43.8,39.4,,0.11,0.83,0.48,,6.3
Marcus Coco,930,,,32.1,22.5,,0.19,3.11,1.94,,7.48
Coke,118,,,51.5,43.1,,0.77,3.08,2.31,,11.5
Séamus Coleman,2656,,,41.9,30.9,,0.03,2.44,1.42,,9.12
Álex Collado,1020,,,33.1,24.8,,0.71,2.92,1.59,,7.08
Ebrima Colley,394,,,28.9,19.8,,1.14,1.59,0.68,,6.14
Omar Colley,2745,,,46.7,39.3,,0.03,1.77,1.21,,9.7
Nathan Collins,1670,,,34.5,24.9,,0.27,1.61,1.24,,12.4
Kingsley Coman,1359,,,47.4,37.2,,1.32,1.06,0.6,,6.09
Eray Cömert,408,,,42.2,35.1,,0.22,1.11,0.44,,9.56
Santi Comesaña,2682,,,49.9,41.6,,0.17,3.05,2.15,,11.0
Diego Conde,6,,,60.0,0.0,,0.0,0.0,0.0,,0.0
Aaron Connolly,156,,,10.6,8.82,,0.0,0.0,0.0,,4.12
Andrea Consigli,3322,,,39.7,31.1,,0.0,0.0,0.0,,4.63
Abdu Conté,1347,,,41.0,30.3,,0.07,1.87,1.0,,4.6
Andrea Conti,13,,,50.0,40.0,,0.0,0.0,0.0,,20.0
Andrea Conti,234,,,30.0,23.5,,0.38,2.31,1.54,,5.38
Liam Cooper,1814,,,55.6,47.4,,0.05,1.73,0.89,,12.5
Lucas Copado,16,,,30.0,20.0,,0.0,0.0,0.0,,10.0
Diego Coppola,249,,,33.9,27.1,,0.0,2.86,1.43,,7.86
Francis Coquelin,830,,,52.2,46.1,,0.22,3.04,1.52,,8.7
Sébastien Corchia,1324,,,38.1,25.4,,0.2,2.72,1.63,,6.12
Sergio Córdova,328,,,15.6,10.0,,0.28,1.67,1.11,,5.56
Jack Cork,1670,,,30.8,23.2,,0.05,0.91,0.43,,9.95
Maxwel Cornet,1766,,,22.1,14.5,,1.12,1.02,0.56,,5.82
Maxwel Cornet,63,,,57.1,47.1,,0.0,4.29,1.43,,5.71
Jesús Corona,1157,,,47.4,36.9,,0.31,1.01,0.54,,6.82
Ángel Correa,1856,,,31.8,23.4,,1.07,1.17,0.73,,5.29
Joaquín Correa,1025,,,30.1,25.1,,1.4,1.14,0.61,,4.91
Thierry Correia,1414,,,41.3,28.7,,0.06,3.12,1.97,,8.79
Danny da Costa,725,,,38.9,26.7,,0.0,1.73,1.11,,9.14
David Pereira da Costa,1464,,,49.0,40.8,,0.55,1.29,0.86,,5.03
Hélder Costa,1118,,,23.6,15.2,,0.16,2.02,1.37,,6.85
Hélder Costa,22,,,20.0,20.0,,0.0,0.0,0.0,,0.0
Jaume Costa,1828,,,49.3,36.2,,0.1,2.12,1.18,,9.75
Benoît Costil,2250,,,36.0,24.9,,0.0,0.0,0.0,,4.8
Vladimír Coufal,2209,,,57.8,40.1,,0.16,1.8,0.9,,10.8
Kalifa Coulibaly,850,,,21.5,12.7,,1.17,0.64,0.53,,2.45
Lassana Coulibaly,2332,,,33.1,27.0,,0.27,2.36,1.74,,10.6
Mamadou Coulibaly,808,,,37.0,28.2,,0.44,2.11,1.0,,10.9
Tanguy Coulibaly,1079,,,28.3,21.6,,0.25,2.17,1.08,,5.75
Thibaut Courtois,3240,,,31.6,26.0,,0.0,0.0,0.0,,3.69
Philippe Coutinho,1329,,,43.3,35.6,,1.08,1.35,0.74,,6.28
Philippe Coutinho,503,,,58.6,49.1,,1.07,1.43,0.89,,4.64
Nicolas Cozza,2770,,,44.8,36.8,,0.1,2.73,1.53,,6.88
Alessio Cragno,3150,,,34.7,21.6,,0.0,0.03,0.03,,4.31
Aaron Cresswell,2726,,,67.6,54.2,,0.1,0.99,0.63,,8.02
Charlie Cresswell,141,,,60.0,45.0,,0.0,4.38,1.88,,10.6
Domenico Criscito,1618,,,55.8,43.9,,0.0,2.0,1.22,,11.4
Bryan Cristante,2678,,,60.2,49.6,,0.17,2.89,1.95,,10.4
Cristo,17,,,60.0,55.0,,0.0,0.0,0.0,,20.0
Enzo Crivelli,102,,,20.9,15.5,,0.91,0.91,0.91,,2.73
Domen ?rnigoj,1881,,,32.1,23.9,,0.57,1.44,0.81,,7.7
Giovanni Crociata,15,,,45.0,35.0,,0.0,0.0,0.0,,10.0
Juan Cruz Armada,1934,,,44.2,36.6,,0.0,1.3,0.7,,9.44
Juan Cuadrado,2487,,,67.7,57.6,,0.47,2.07,1.05,,8.33
Cucho,1147,,,31.0,20.0,,0.79,1.26,0.39,,7.01
Marc Cucurella,3089,,,67.7,55.2,,0.09,2.57,1.81,,10.1
Marc Cucurella,23,,,70.0,50.0,,0.0,3.33,3.33,,13.3
Jorge Cuenca,2683,,,35.9,25.1,,0.2,1.81,0.87,,9.5
Mickaël Cuisance,918,,,36.0,27.9,,0.1,1.76,1.18,,8.33
Mickaël Cuisance,13,,,110.0,100.0,,0.0,10.0,10.0,,20.0
Luke Cundle,180,,,53.0,48.0,,0.0,2.0,1.5,,8.0
Matheus Cunha,64,,,18.6,17.1,,1.43,0.0,0.0,,8.57
Matheus Cunha,1063,,,19.7,14.2,,1.19,2.2,1.44,,4.75
Patrick Cutrone,1401,,,16.2,11.0,,0.96,0.51,0.45,,3.14
Wylan Cyprien,1490,,,54.6,44.0,,0.48,1.93,1.08,,9.82
Rafael Czichos,1402,,,66.8,56.0,,0.0,1.86,1.41,,11.5
Lennart-Marten Czyborra,131,,,38.0,19.3,,0.0,0.67,0.67,,5.33
Danilo D'Ambrosio,1000,,,66.4,58.9,,0.27,2.61,1.62,,8.56
Lucas Da Cunha,836,,,35.9,30.0,,0.65,1.72,1.18,,6.13
Lucas Da Cunha,393,,,38.0,27.7,,0.68,3.18,1.82,,9.09
Damien Da Silva,1126,,,70.6,63.0,,0.08,1.04,0.64,,8.08
Moanes Dabbur,1310,,,33.0,24.7,,0.62,1.1,0.89,,6.71
Colin Dagba,165,,,77.8,71.1,,0.0,1.67,0.56,,3.33
Finn Dahmen,180,,,40.0,31.5,,0.0,0.0,0.0,,3.5
Mahmoud Dahoud,1658,,,58.1,46.0,,0.22,2.39,1.58,,10.1
Patson Daka,1159,,,17.3,13.3,,1.16,1.32,0.85,,4.5
Stuart Dallas,2919,,,51.4,40.5,,0.25,2.78,1.42,,8.83
Diogo Dalot,1801,,,58.5,46.7,,0.2,2.9,1.65,,8.9
Mikkel Damsgaard,578,,,41.9,31.7,,0.31,3.44,1.41,,8.28
Flavius Daniliuc,1293,,,60.0,53.7,,0.0,3.26,1.88,,9.65
Danilo,1893,,,69.0,60.1,,0.14,1.81,1.05,,8.48
Kevin Danso,2790,,,59.3,52.3,,0.13,1.74,1.13,,9.81
Dante,2870,,,74.2,67.3,,0.06,1.5,0.88,,9.09
Ebrima Darboe,63,,,57.1,54.3,,0.0,2.86,2.86,,7.14
Márton Dárdai,755,,,44.2,31.9,,0.36,1.67,0.71,,7.02
Sergi Darder,3125,,,50.3,41.6,,0.49,1.24,0.75,,5.97
Vladimír Darida,1786,,,48.3,34.8,,0.45,1.92,1.16,,9.14
Karl Darlow,720,,,31.6,19.0,,0.0,0.0,0.0,,3.88
Matteo Darmian,1507,,,42.0,33.7,,0.24,1.8,1.32,,5.63
Josh Dasilva,257,,,30.3,24.5,,0.0,1.38,0.69,,10.3
Jonathan David,2804,,,21.4,16.9,,0.96,0.87,0.61,,4.81
Alphonso Davies,1740,,,69.2,58.2,,0.31,2.18,1.3,,10.9
Ben Davies,2538,,,56.7,48.8,,0.25,1.42,0.64,,7.13
Tom Davies,234,,,30.4,23.1,,0.77,1.54,0.77,,7.69
Keinan Davis,12,,,30.0,30.0,,0.0,0.0,0.0,,0.0
Pawe? Dawidowicz,1198,,,45.9,39.5,,0.0,2.33,1.5,,9.4
Craig Dawson,2754,,,40.3,33.2,,0.16,1.08,0.69,,8.66
Kevin De Bruyne,2201,,,63.4,47.8,,1.27,0.9,0.57,,7.1
Konrad De La Fuente,785,,,27.5,21.6,,0.46,0.92,0.92,,4.25
Sebastien De Maio,180,,,37.5,26.5,,0.0,3.0,1.0,,13.5
Tommaso De Nipoti,6,,,20.0,10.0,,0.0,0.0,0.0,,10.0
Rodrigo De Paul,2151,,,59.4,47.1,,0.38,2.34,1.26,,8.79
Mattia De Sciglio,1168,,,51.4,41.8,,0.15,1.54,0.85,,8.08
Lorenzo De Silvestri,2294,,,52.8,39.2,,0.24,1.14,0.51,,7.18
Saulo Decarli,9,,,60.0,60.0,,10.0,0.0,0.0,,20.0
Troy Deeney,25,,,20.0,10.0,,0.0,0.0,0.0,,0.0
Grégoire Defrel,1362,,,26.4,22.6,,0.66,1.32,1.06,,4.24
Alessandro Deiola,2129,,,32.5,25.3,,0.46,1.81,1.05,,9.54
Romain Del Castillo,975,,,40.5,30.0,,0.28,2.41,1.57,,9.07
Romain Del Castillo,28,,,50.0,36.7,,0.0,6.67,3.33,,6.67
Thomas Delaine,2316,,,45.4,33.7,,0.19,2.18,1.09,,5.68
Thomas Delaney,18,,,75.0,55.0,,0.0,0.0,0.0,,25.0
Thomas Delaney,1549,,,46.6,36.7,,0.29,2.5,1.4,,10.1
Liam Delap,10,,,10.0,10.0,,0.0,0.0,0.0,,0.0
Sacha Delaye,262,,,31.0,23.4,,0.0,2.41,1.03,,7.93
Filippo Delli Carri,334,,,32.4,23.2,,0.54,2.97,1.35,,6.76
Andy Delort,2448,,,25.2,15.4,,1.36,0.55,0.37,,3.82
Andy Delort,269,,,32.0,18.7,,1.67,0.67,0.67,,4.33
Fabian Delph,662,,,41.6,35.5,,0.0,2.57,1.76,,11.2
Moussa Dembélé,2207,,,18.1,12.6,,1.51,0.69,0.45,,3.71
Ousmane Dembélé,1409,,,52.3,38.7,,0.57,1.66,1.21,,4.97
Yusuf Demir,192,,,40.5,36.7,,0.0,0.95,0.48,,8.57
Merih Demiral,1917,,,37.8,33.0,,0.28,1.88,1.17,,9.2
Kerem Demirbay,2049,,,61.4,47.0,,0.48,2.59,1.71,,10.0
Ermedin Demirovi?,871,,,18.0,11.6,,0.93,1.55,0.41,,5.15
Diego Demme,692,,,77.9,70.3,,0.13,2.47,1.82,,10.6
Jason Denayer,1002,,,66.6,62.9,,0.36,0.99,0.54,,6.67
Leander Dendoncker,1950,,,37.4,32.7,,0.46,2.07,1.11,,8.25
Emmanuel Dennis,2581,,,22.1,15.0,,0.94,1.6,0.98,,5.75
Fabio Depaoli,112,,,27.5,18.3,,0.0,2.5,0.0,,5.83
Fabio Depaoli,703,,,37.2,23.5,,0.51,1.54,0.64,,7.56
Memphis Depay,1851,,,46.8,35.2,,1.41,0.58,0.34,,4.47
Mike van der Hoorn,14,,,20.0,15.0,,0.0,10.0,10.0,,0.0
Arthur Desmas,1304,,,28.6,20.5,,0.0,0.0,0.0,,4.21
Sergiño Dest,1512,,,59.5,52.4,,0.18,2.14,1.43,,6.49
Mattia Destro,1744,,,17.9,10.8,,1.08,0.72,0.41,,3.25
Gerard Deulofeu,2616,,,38.0,26.5,,1.13,0.55,0.31,,4.74
Kiernan Dewsbury Hall,2105,,,52.1,40.2,,0.13,1.71,1.07,,8.97
Jacopo Dezi,16,,,130.0,110.0,,0.0,0.0,0.0,,25.0
Samuel Di Carmine,36,,,12.5,12.5,,0.0,0.0,0.0,,5.0
Federico Di Francesco,1367,,,25.3,17.0,,0.53,0.92,0.66,,5.07
Giovanni Di Lorenzo,2869,,,72.4,63.7,,0.16,2.16,1.35,,7.24
Ángel Di María,1645,,,64.4,48.9,,1.2,1.64,0.98,,5.03
Francesco Di Mariano,62,,,20.0,15.7,,0.0,1.43,1.43,,0.0
